Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
2906,Women,Lifestyle,Waffle One,7,1,6110.030000000001,0.0,6110.030000000001,2024-08-25,Retail,Delhi,2444.012
2907,Men,Soccer,Premier III,L,1,8432.5,0.0,8432.5,2024-02-25,Retail,Kolkata,3373.0
2909,Women,Running,Air Zoom,XL,1,7617.75,0.33,5103.892499999999,2024-08-20,Retail,Pune,2041.5569999999998
2911,Kids,Basketball,Zoom Freak,M,1,6110.030000000001,0.0,6110.030000000001,2023-10-26,Retail,Mumbai,2444.012
2912,Kids,Running,React Infinity,XL,2,9839.63,0.98,393.5852000000003,2024-03-07,Online,Bangalore,157.43408000000014
2916,Kids,Lifestyle,Blazer Mid,XL,1,6110.030000000001,0.0,6110.030000000001,2024-08-05,Retail,Hyderabad,2444.012
2929,Kids,Soccer,Tiempo Legend,M,1,6589.95,0.0,6589.95,2024-04-01,Retail,Hyderabad,2635.98
2931,Men,Basketball,Zoom Freak,7,1,6110.030000000001,0.0,6110.030000000001,2023-08-25,Retail,Pune,2444.012
2933,Women,Training,ZoomX Invincible,UNKNOWN,2,9501.17,0.0,19002.34,2024-04-13,Retail,Hyderabad,7600.936000000001
2934,Women,Basketball,LeBron 20,XL,1,2370.91,0.0,2370.91,2024-03-14,Online,Mumbai,948.364
2935,Men,Lifestyle,Dunk Low,L,4,6110.030000000001,0.0,24440.120000000003,2024-05-13,Online,Hyderabad,9776.048
2936,Women,Training,Flex Trainer,XL,1,6496.58,0.29,4612.5718,2024-07-31,Retail,Pune,1845.02872
2941,Men,Lifestyle,Blazer Mid,XL,1,9331.65,0.0,9331.65,2025-05-02,Retail,Kolkata,3732.66
2949,Men,Running,React Infinity,M,1,6110.030000000001,0.49,3116.1153000000004,2025-07-05,Online,Delhi,1246.4461200000003
2952,Kids,Training,SuperRep Go,XL,1,5443.44,0.0,5443.44,2024-09-13,Retail,Kolkata,2177.3759999999997
2956,Kids,Training,ZoomX Invincible,UNKNOWN,4,6110.030000000001,0.86,3421.6168000000007,2024-05-16,Online,Mumbai,1368.6467200000004
2961,Kids,Soccer,Tiempo Legend,XL,1,6110.030000000001,0.0,6110.030000000001,2024-11-21,Retail,Mumbai,2444.012
2964,Kids,Basketball,Zoom Freak,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-06-17,Online,Mumbai,2444.012
2966,Kids,Training,Flex Trainer,8,3,6110.030000000001,0.0,18330.090000000004,2025-02-27,Online,Pune,7332.036000000002
2981,Kids,Soccer,Premier III,M,4,5185.52,0.0,20742.08,2025-01-10,Retail,Pune,8296.832
2985,Kids,Running,Free RN,UNKNOWN,1,8996.05,0.48,4677.946,2024-05-16,Online,Bangalore,1871.1784
2989,Men,Soccer,Mercurial Superfly,M,1,6429.61,0.0,6429.61,2024-02-14,Online,Bangalore,2571.844
2994,Women,Lifestyle,Air Force 1,11,1,2932.39,0.98,58.647800000000046,2024-12-07,Retail,Mumbai,23.45912000000002
2996,Women,Basketball,Air Jordan,11,1,6110.030000000001,0.0,6110.030000000001,2025-07-01,Online,Pune,2444.012
2043,Women,Lifestyle,Waffle One,L,1,6110.030000000001,0.0,6110.030000000001,2024-10-13,Retail,Mumbai,2444.012
3001,Men,Soccer,Premier III,L,1,6110.030000000001,0.0,6110.030000000001,2024-01-25,Online,Delhi,2444.012
3002,Women,Lifestyle,Waffle One,UNKNOWN,4,6110.030000000001,0.0,24440.120000000003,2024-11-22,Retail,Delhi,9776.048
3003,Men,Basketball,Zoom Freak,XL,2,6110.030000000001,0.0,12220.060000000001,2023-08-03,Online,Bangalore,4888.024
3005,Women,Basketball,Zoom Freak,9,1,6110.030000000001,0.19,4949.1243,2025-04-23,Online,Delhi,1979.6497200000003
3010,Women,Soccer,Tiempo Legend,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2025-05-05,Online,Pune,2444.012
3018,Kids,Soccer,Premier III,11,1,6110.030000000001,0.0,6110.030000000001,2024-08-22,Retail,Kolkata,2444.012
3019,Women,Running,Free RN,XL,1,9942.61,0.0,9942.61,2023-12-19,Retail,Kolkata,3977.0440000000003
3021,Women,Soccer,Mercurial Superfly,6,4,6110.030000000001,0.42,14175.269600000003,2023-09-21,Retail,Hyderabad,5670.1078400000015
3023,Kids,Basketball,Zoom Freak,UNKNOWN,1,2493.28,0.0,2493.28,2024-05-19,Retail,Delhi,997.3120000000001
3030,Men,Soccer,Mercurial Superfly,UNKNOWN,3,6969.28,0.58,8781.292800000001,2023-08-08,Online,Kolkata,3512.5171200000004
3031,Kids,Soccer,Premier III,M,4,8588.14,0.0,34352.56,2023-10-11,Online,Kolkata,13741.024
3033,Men,Training,ZoomX Invincible,M,1,9397.68,0.74,2443.3968,2024-11-21,Retail,Hyderabad,977.3587200000001
2033,Kids,Lifestyle,Waffle One,M,1,6110.030000000001,0.0,6110.030000000001,2025-01-22,Online,Kolkata,2444.012
3038,Kids,Lifestyle,Air Force 1,M,0,4195.03,0.0,0.0,2025-01-27,Retail,Delhi,0.0
3039,Kids,Soccer,Premier III,10,1,5366.19,0.0,5366.19,2024-03-17,Online,Pune,2146.476
3040,Women,Lifestyle,Waffle One,XL,1,6110.030000000001,0.0,6110.030000000001,2024-08-12,Online,Hyderabad,2444.012
3048,Women,Lifestyle,Waffle One,6,1,6110.030000000001,0.23,4704.7231,2025-07-17,Retail,Hyderabad,1881.8892400000002
3049,Kids,Lifestyle,Air Force 1,11,1,6110.030000000001,1.0,0.0,2025-06-22,Online,Pune,0.0
3051,Men,Training,Metcon 7,M,1,6110.030000000001,0.0,6110.030000000001,2024-07-28,Online,Bangalore,2444.012
3053,Women,Lifestyle,Air Force 1,L,1,6323.09,1.0,0.0,2024-09-18,Retail,Mumbai,0.0
3057,Women,Soccer,Mercurial Superfly,UNKNOWN,1,4244.95,0.0,4244.95,2025-01-21,Retail,Bangalore,1697.98
3058,Men,Soccer,Phantom GT,M,1,8048.66,0.0,8048.66,2023-08-01,Retail,Kolkata,3219.464
3064,Men,Soccer,Tiempo Legend,UNKNOWN,1,6041.3,0.0,6041.3,2024-01-11,Retail,Pune,2416.52
3066,Kids,Training,ZoomX Invincible,L,1,6110.030000000001,0.0,6110.030000000001,2024-03-01,Online,Mumbai,2444.012
3067,Men,Lifestyle,Blazer Mid,9,4,6110.030000000001,0.0,24440.120000000003,2024-03-05,Retail,Hyderabad,9776.048
3071,Women,Running,Air Zoom,UNKNOWN,1,5081.53,0.0,5081.53,2023-10-21,Online,Mumbai,2032.612
3075,Kids,Soccer,Premier III,L,1,6110.030000000001,0.91,549.9026999999999,2025-05-28,Retail,Mumbai,219.96107999999995
3079,Women,Running,React Infinity,L,1,6110.030000000001,0.0,6110.030000000001,2024-01-10,Retail,Bangalore,2444.012
3090,Women,Basketball,LeBron 20,UNKNOWN,1,8187.65,1.0,0.0,2023-12-11,Retail,Pune,0.0
3094,Men,Basketball,Zoom Freak,UNKNOWN,1,4731.54,0.0,4731.54,2024-07-11,Online,Delhi,1892.616
3106,Men,Running,Pegasus Turbo,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2025-03-09,Online,Bangalore,2444.012
3114,Women,Running,React Infinity,L,1,7627.37,0.0,7627.37,2025-03-27,Retail,Bangalore,3050.9480000000003
3119,Kids,Lifestyle,Air Force 1,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2023-08-12,Online,Hyderabad,2444.012
3121,Kids,Training,Flex Trainer,8,1,2514.0,0.69,779.3400000000001,2025-03-06,Online,Kolkata,311.7360000000001
3123,Kids,Running,Free RN,L,1,9804.78,0.0,9804.78,2025-05-26,Online,Pune,3921.9120000000003
3124,Kids,Soccer,Mercurial Superfly,UNKNOWN,1,7538.96,0.0,7538.96,2025-03-31,Online,Delhi,3015.5840000000003
3126,Kids,Running,React Infinity,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-06-10,Online,Bangalore,2444.012
3127,Men,Training,ZoomX Invincible,XL,1,4614.33,0.47,2445.5949,2024-10-07,Online,Pune,978.23796
3129,Kids,Basketball,Kyrie Flytrap,XL,1,5732.66,0.0,5732.66,2024-01-30,Retail,Delhi,2293.064
3130,Men,Basketball,Air Jordan,XL,1,3015.02,0.0,3015.02,2025-05-16,Online,Pune,1206.008
3133,Kids,Soccer,Mercurial Superfly,L,1,6110.030000000001,0.77,1405.3069,2024-04-15,Retail,Delhi,562.1227600000001
3137,Kids,Soccer,Premier III,UNKNOWN,1,7176.21,0.0,7176.21,2025-07-08,Online,Bangalore,2870.4840000000004
3140,Women,Lifestyle,Blazer Mid,L,1,6110.030000000001,1.0,0.0,2023-11-19,Retail,Bangalore,0.0
3144,Women,Running,Free RN,7,1,8613.08,0.0,8613.08,2023-09-11,Retail,Hyderabad,3445.232
3146,Women,Soccer,Premier III,XL,1,6110.030000000001,0.0,6110.030000000001,2024-12-29,Retail,Hyderabad,2444.012
3150,Women,Lifestyle,Dunk Low,UNKNOWN,0,6110.030000000001,0.0,0.0,2024-10-04,Online,Kolkata,0.0
3160,Women,Basketball,Air Jordan,M,1,6110.030000000001,0.0,6110.030000000001,2024-07-25,Retail,Delhi,2444.012
3162,Men,Soccer,Tiempo Legend,XL,2,6110.030000000001,0.0,12220.060000000001,2024-02-24,Online,Pune,4888.024
3163,Women,Running,Free RN,UNKNOWN,2,8204.14,0.0,16408.28,2025-06-22,Retail,Delhi,6563.312
3171,Men,Lifestyle,Air Force 1,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2023-11-16,Online,Bangalore,2444.012
3172,Men,Training,Metcon 7,9,1,6110.030000000001,0.39,3727.1183000000005,2023-11-14,Retail,Pune,1490.8473200000003
3186,Men,Basketball,Zoom Freak,UNKNOWN,1,3156.31,0.0,3156.31,2024-10-16,Retail,Delhi,1262.5240000000001
3192,Kids,Running,Free RN,M,1,6110.030000000001,0.0,6110.030000000001,2025-03-16,Online,Pune,2444.012
3193,Kids,Running,Pegasus Turbo,11,1,8581.98,0.0,8581.98,2025-02-24,Retail,Pune,3432.792
3194,Kids,Training,SuperRep Go,M,1,6110.030000000001,0.0,6110.030000000001,2023-10-21,Online,Hyderabad,2444.012
3204,Men,Soccer,Phantom GT,UNKNOWN,1,6110.030000000001,0.18,5010.2246000000005,2024-12-09,Online,Kolkata,2004.0898400000003
2002,Women,Lifestyle,Dunk Low,7,1,6110.030000000001,0.24,4643.6228,2024-12-11,Online,Delhi,1857.4491200000002
3206,Kids,Basketball,Kyrie Flytrap,L,1,4694.72,0.58,1971.7824000000003,2024-03-25,Retail,Bangalore,788.7129600000002
3209,Women,Training,Flex Trainer,M,1,6110.030000000001,0.17,5071.3249000000005,2024-08-20,Retail,Bangalore,2028.5299600000003
3212,Kids,Soccer,Mercurial Superfly,M,4,7670.57,0.0,30682.28,2024-10-05,Retail,Kolkata,12272.912
3213,Men,Running,Air Zoom,XL,1,6110.030000000001,0.0,6110.030000000001,2024-12-28,Online,Kolkata,2444.012
3215,Men,Soccer,Phantom GT,XL,1,6110.030000000001,0.0,6110.030000000001,2024-02-20,Online,Kolkata,2444.012
3216,Men,Basketball,Air Jordan,XL,1,6110.030000000001,0.0,6110.030000000001,2023-08-14,Online,Mumbai,2444.012
3222,Kids,Basketball,Air Jordan,XL,1,5300.32,0.0,5300.32,2024-10-08,Online,Bangalore,2120.128
3225,Kids,Basketball,Kyrie Flytrap,L,1,7364.6,0.0,7364.6,2023-12-20,Retail,Kolkata,2945.84
3232,Kids,Lifestyle,Air Force 1,UNKNOWN,0,6110.030000000001,0.0,0.0,2023-11-11,Online,Pune,0.0
3237,Kids,Basketball,LeBron 20,L,3,5596.52,0.0,16789.56,2024-08-16,Retail,Mumbai,6715.8240000000005
3240,Kids,Basketball,Zoom Freak,9,1,8776.59,0.0,8776.59,2024-05-27,Retail,Hyderabad,3510.6360000000004
3245,Women,Running,React Infinity,L,3,6110.030000000001,0.0,18330.090000000004,2024-05-19,Retail,Pune,7332.036000000002
3248,Women,Lifestyle,Blazer Mid,12,0,8234.91,0.0,0.0,2024-11-24,Online,Mumbai,0.0
3252,Men,Basketball,Zoom Freak,10,1,6110.030000000001,0.0,6110.030000000001,2024-03-26,Online,Mumbai,2444.012
3257,Women,Running,Free RN,7,1,7056.01,0.0,7056.01,2025-01-19,Retail,Kolkata,2822.4040000000005
3260,Men,Soccer,Mercurial Superfly,7,1,6110.030000000001,0.0,6110.030000000001,2025-06-28,Online,Mumbai,2444.012
3262,Women,Basketball,LeBron 20,6,1,6110.030000000001,0.0,6110.030000000001,2024-12-26,Retail,Bangalore,2444.012
3268,Men,Soccer,Mercurial Superfly,L,1,6110.030000000001,0.0,6110.030000000001,2025-07-11,Retail,Mumbai,2444.012
3269,Women,Soccer,Mercurial Superfly,M,1,7268.31,0.0,7268.31,2024-12-03,Online,Mumbai,2907.3240000000005
3270,Kids,Lifestyle,Dunk Low,XL,1,6110.030000000001,0.0,6110.030000000001,2025-06-03,Online,Pune,2444.012
3273,Women,Soccer,Phantom GT,M,1,5527.7,0.17,4587.991,2024-02-04,Online,Bangalore,1835.1964
3280,Kids,Training,SuperRep Go,XL,1,7709.7,0.0,7709.7,2024-10-12,Online,Mumbai,3083.88
3282,Kids,Basketball,Air Jordan,XL,4,6110.030000000001,0.23,18818.8924,2024-05-19,Retail,Delhi,7527.556960000001
3284,Women,Running,Free RN,UNKNOWN,4,5776.74,0.0,23106.96,2024-08-20,Online,Kolkata,9242.784
3292,Women,Training,Metcon 7,M,1,6110.030000000001,0.0,6110.030000000001,2025-05-23,Online,Hyderabad,2444.012
3303,Kids,Soccer,Tiempo Legend,9,2,6380.5,0.0,12761.0,2024-10-19,Online,Kolkata,5104.400000000001
3305,Kids,Running,Free RN,UNKNOWN,1,4216.14,0.0,4216.14,2024-10-17,Retail,Hyderabad,1686.4560000000001
3309,Men,Lifestyle,Air Force 1,UNKNOWN,1,5594.08,0.0,5594.08,2023-09-12,Retail,Hyderabad,2237.632
3310,Women,Running,Free RN,M,4,6110.030000000001,0.21,19307.6948,2025-04-18,Retail,Kolkata,7723.077920000001
3316,Women,Running,React Infinity,L,1,6110.030000000001,1.0,0.0,2024-04-25,Online,Bangalore,0.0
3322,Men,Training,Metcon 7,M,1,6110.030000000001,0.0,6110.030000000001,2023-08-28,Online,Hyderabad,2444.012
3323,Men,Running,Air Zoom,UNKNOWN,1,8130.74,0.07,7561.588199999999,2024-01-01,Retail,Delhi,3024.63528
3329,Kids,Training,ZoomX Invincible,M,1,6110.030000000001,0.0,6110.030000000001,2024-04-28,Retail,Kolkata,2444.012
3334,Kids,Soccer,Tiempo Legend,L,3,2471.71,0.0,7415.13,2023-11-14,Online,Mumbai,2966.052
3335,Men,Soccer,Premier III,UNKNOWN,1,3138.53,0.0,3138.53,2024-08-17,Retail,Delhi,1255.4120000000003
3337,Men,Training,ZoomX Invincible,L,4,6110.030000000001,0.0,24440.120000000003,2024-10-10,Online,Delhi,9776.048
3341,Kids,Training,Metcon 7,8,3,8387.99,0.0,25163.97,2024-03-23,Online,Bangalore,10065.588000000002
2037,Women,Lifestyle,Dunk Low,12,4,6110.030000000001,1.0,0.0,2025-04-11,Online,Delhi,0.0
3358,Men,Basketball,Kyrie Flytrap,M,1,6110.030000000001,0.43,3482.7171000000008,2024-08-01,Online,Hyderabad,1393.0868400000004
3360,Women,Training,Metcon 7,M,4,6110.030000000001,0.06,22973.7128,2024-07-31,Online,Bangalore,9189.485120000001
3362,Men,Lifestyle,Air Force 1,L,1,6110.030000000001,0.0,6110.030000000001,2024-03-10,Retail,Delhi,2444.012
3369,Men,Running,React Infinity,L,1,5103.34,0.05,4848.173,2024-09-27,Online,Kolkata,1939.2692
3379,Men,Basketball,Air Jordan,UNKNOWN,2,5000.49,0.86,1400.1372000000001,2024-10-23,Retail,Pune,560.05488
3381,Men,Training,ZoomX Invincible,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-02-23,Retail,Mumbai,2444.012
3385,Men,Training,ZoomX Invincible,UNKNOWN,1,9019.91,0.0,9019.91,2025-03-21,Online,Hyderabad,3607.964
3387,Men,Soccer,Phantom GT,10,4,6110.030000000001,1.0,0.0,2025-06-21,Retail,Bangalore,0.0
3389,Women,Running,Air Zoom,M,3,9764.91,0.0,29294.73,2025-04-04,Online,Mumbai,11717.892
3391,Women,Soccer,Mercurial Superfly,M,2,6110.030000000001,0.0,12220.060000000001,2023-11-14,Retail,Hyderabad,4888.024
3398,Men,Basketball,LeBron 20,XL,2,2082.49,0.0,4164.98,2023-08-27,Retail,Kolkata,1665.992
3405,Women,Lifestyle,Dunk Low,M,0,9986.17,1.0,0.0,2025-01-04,Online,Kolkata,0.0
3413,Kids,Soccer,Phantom GT,XL,2,6110.030000000001,0.0,12220.060000000001,2023-07-31,Online,Hyderabad,4888.024
3415,Kids,Basketball,Air Jordan,L,1,6165.08,0.0,6165.08,2024-03-06,Online,Hyderabad,2466.032
3422,Kids,Training,Metcon 7,XL,1,3197.01,0.0,3197.01,2024-01-18,Retail,Hyderabad,1278.804
3436,Kids,Soccer,Mercurial Superfly,L,1,6110.030000000001,0.0,6110.030000000001,2025-06-11,Retail,Bangalore,2444.012
3437,Kids,Soccer,Tiempo Legend,M,1,6110.030000000001,0.0,6110.030000000001,2024-05-10,Retail,Mumbai,2444.012
3442,Kids,Basketball,Zoom Freak,XL,4,6110.030000000001,0.0,24440.120000000003,2025-01-21,Online,Mumbai,9776.048
3450,Men,Running,React Infinity,M,3,6110.030000000001,0.0,18330.090000000004,2024-01-16,Retail,Bangalore,7332.036000000002
3465,Men,Lifestyle,Dunk Low,UNKNOWN,2,6110.030000000001,0.0,12220.060000000001,2023-11-29,Online,Delhi,4888.024
3478,Kids,Training,Flex Trainer,9,1,6110.030000000001,0.0,6110.030000000001,2025-05-17,Retail,Mumbai,2444.012
3481,Women,Lifestyle,Air Force 1,XL,4,6110.030000000001,0.0,24440.120000000003,2023-10-15,Online,Bangalore,9776.048
3483,Men,Lifestyle,Air Force 1,L,4,4733.92,0.0,18935.68,2024-12-04,Online,Kolkata,7574.272000000001
3485,Women,Lifestyle,Dunk Low,UNKNOWN,2,6110.030000000001,0.0,12220.060000000001,2024-12-14,Retail,Hyderabad,4888.024
3490,Men,Running,Free RN,L,0,6110.030000000001,0.98,0.0,2025-07-08,Online,Delhi,0.0
3494,Kids,Running,Pegasus Turbo,UNKNOWN,1,6110.030000000001,0.87,794.3039000000001,2024-09-17,Retail,Pune,317.72156000000007
3495,Women,Basketball,LeBron 20,M,1,6110.030000000001,0.0,6110.030000000001,2024-08-13,Retail,Pune,2444.012
3502,Men,Lifestyle,Blazer Mid,L,1,6418.29,0.89,706.0118999999999,2023-11-09,Online,Delhi,282.40475999999995
3511,Kids,Lifestyle,Blazer Mid,XL,1,3248.17,0.06,3053.2798,2025-02-15,Retail,Hyderabad,1221.3119199999999
3513,Women,Training,SuperRep Go,UNKNOWN,0,6145.98,0.0,0.0,2025-04-16,Retail,Hyderabad,0.0
3519,Kids,Soccer,Premier III,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2025-05-25,Retail,Kolkata,2444.012
3520,Women,Lifestyle,Waffle One,XL,2,2080.85,1.0,0.0,2024-03-22,Retail,Delhi,0.0
3523,Kids,Training,SuperRep Go,6,1,7061.5,1.0,0.0,2024-06-09,Retail,Kolkata,0.0
3530,Women,Soccer,Mercurial Superfly,UNKNOWN,0,3034.73,0.0,0.0,2023-09-25,Retail,Kolkata,0.0
3532,Kids,Running,React Infinity,XL,1,9244.96,0.47,4899.8288,2024-05-07,Online,Mumbai,1959.93152
3533,Kids,Running,Air Zoom,L,1,6110.030000000001,0.0,6110.030000000001,2023-11-05,Retail,Hyderabad,2444.012
3538,Kids,Basketball,Kyrie Flytrap,L,0,6110.030000000001,0.0,0.0,2024-12-12,Online,Bangalore,0.0
3545,Men,Training,Flex Trainer,12,3,6110.030000000001,0.0,18330.090000000004,2023-08-03,Online,Delhi,7332.036000000002
3548,Kids,Soccer,Phantom GT,UNKNOWN,3,6110.030000000001,0.0,18330.090000000004,2024-03-12,Online,Kolkata,7332.036000000002
3551,Women,Training,SuperRep Go,10,1,9948.15,1.0,0.0,2023-08-02,Retail,Kolkata,0.0
3553,Women,Running,Air Zoom,XL,2,5216.27,0.0,10432.54,2025-06-25,Online,Pune,4173.0160000000005
3555,Kids,Soccer,Phantom GT,9,2,6110.030000000001,0.0,12220.060000000001,2025-04-26,Retail,Hyderabad,4888.024
3556,Women,Basketball,Kyrie Flytrap,M,4,6110.030000000001,0.0,24440.120000000003,2025-03-13,Retail,Kolkata,9776.048
3560,Women,Soccer,Phantom GT,UNKNOWN,1,6110.030000000001,0.13,5315.726100000001,2023-07-26,Retail,Hyderabad,2126.29044
3562,Women,Basketball,LeBron 20,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-10-31,Retail,Delhi,2444.012
3565,Kids,Basketball,Kyrie Flytrap,XL,1,6110.030000000001,0.55,2749.5135,2024-08-27,Online,Kolkata,1099.8054
3569,Women,Soccer,Phantom GT,12,1,9203.0,0.0,9203.0,2024-08-12,Online,Kolkata,3681.2000000000003
3573,Men,Basketball,Air Jordan,UNKNOWN,1,6830.98,0.39,4166.8978,2025-03-18,Retail,Mumbai,1666.75912
3574,Kids,Basketball,Air Jordan,XL,0,6110.030000000001,0.96,0.0,2025-01-13,Online,Bangalore,0.0
3576,Women,Lifestyle,Waffle One,M,2,3533.18,0.0,7066.36,2024-03-17,Retail,Bangalore,2826.544
3579,Men,Basketball,LeBron 20,XL,0,9995.55,0.0,0.0,2025-02-03,Retail,Delhi,0.0
3582,Kids,Soccer,Mercurial Superfly,M,1,2117.04,0.0,2117.04,2024-09-01,Online,Pune,846.816
3587,Men,Training,SuperRep Go,6,1,6110.030000000001,0.0,6110.030000000001,2025-07-01,Online,Bangalore,2444.012
3595,Kids,Running,Air Zoom,L,1,6890.68,0.0,6890.68,2023-09-05,Online,Pune,2756.2720000000004
3613,Men,Lifestyle,Blazer Mid,XL,4,6110.030000000001,0.0,24440.120000000003,2024-08-16,Online,Hyderabad,9776.048
3614,Men,Training,ZoomX Invincible,L,1,6186.3,0.22,4825.314,2024-09-17,Online,Pune,1930.1256000000003
3619,Kids,Lifestyle,Air Force 1,L,0,8915.88,0.0,0.0,2025-02-07,Online,Kolkata,0.0
3623,Men,Lifestyle,Waffle One,XL,1,6110.030000000001,0.75,1527.5075000000002,2025-06-24,Retail,Mumbai,611.003
3636,Women,Soccer,Tiempo Legend,M,2,7881.53,0.0,15763.06,2023-12-19,Retail,Delhi,6305.224
3637,Women,Running,Pegasus Turbo,6,2,6577.39,0.0,13154.78,2025-05-29,Retail,Delhi,5261.912
3644,Kids,Running,React Infinity,UNKNOWN,1,5702.53,0.0,5702.53,2023-10-31,Online,Delhi,2281.012
3650,Women,Soccer,Premier III,M,1,6110.030000000001,0.0,6110.030000000001,2024-01-07,Retail,Delhi,2444.012
3651,Men,Training,SuperRep Go,M,1,8891.63,1.0,0.0,2024-12-17,Retail,Delhi,0.0
3652,Kids,Basketball,Air Jordan,XL,0,3176.7,0.0,0.0,2023-11-21,Online,Hyderabad,0.0
2033,Women,Running,React Infinity,M,1,6110.030000000001,0.8,1222.0059999999999,2024-07-23,Retail,Delhi,488.8024
3661,Kids,Training,ZoomX Invincible,XL,0,9979.38,0.0,0.0,2024-12-05,Online,Delhi,0.0
3665,Women,Lifestyle,Blazer Mid,UNKNOWN,1,2958.1,0.0,2958.1,2024-07-06,Retail,Hyderabad,1183.24
3666,Women,Running,Air Zoom,UNKNOWN,2,6110.030000000001,1.0,0.0,2025-04-07,Retail,Delhi,0.0
3669,Women,Lifestyle,Blazer Mid,L,1,2287.32,0.0,2287.32,2023-08-27,Online,Kolkata,914.9280000000001
3680,Men,Training,Flex Trainer,XL,3,8835.41,0.92,2120.498399999999,2025-01-27,Retail,Delhi,848.1993599999996
3683,Women,Soccer,Premier III,L,2,6110.030000000001,0.0,12220.060000000001,2024-05-15,Retail,Kolkata,4888.024
3696,Kids,Training,ZoomX Invincible,M,1,6425.04,0.0,6425.04,2024-11-09,Retail,Kolkata,2570.016
3702,Men,Running,React Infinity,M,1,6110.030000000001,0.99,61.10030000000006,2025-05-20,Online,Pune,24.440120000000025
3705,Kids,Training,Metcon 7,6,1,5644.1,0.09,5136.131,2024-09-11,Online,Hyderabad,2054.4524
3711,Kids,Basketball,Zoom Freak,UNKNOWN,2,6110.030000000001,0.53,5743.4282,2023-12-28,Online,Delhi,2297.3712800000003
3716,Women,Soccer,Phantom GT,UNKNOWN,1,7916.1,0.9,791.6099999999999,2023-08-23,Online,Pune,316.644
3720,Men,Lifestyle,Blazer Mid,XL,1,7365.14,0.0,7365.14,2025-01-24,Retail,Delhi,2946.0560000000005
3722,Kids,Training,ZoomX Invincible,7,1,9335.0,0.22,7281.3,2023-11-21,Retail,Mumbai,2912.5200000000004
2016,Women,Training,Metcon 7,UNKNOWN,2,6110.030000000001,0.0,12220.060000000001,2024-03-15,Retail,Delhi,4888.024
3740,Men,Basketball,Zoom Freak,UNKNOWN,0,6110.030000000001,0.0,0.0,2023-09-21,Retail,Pune,0.0
3742,Women,Soccer,Tiempo Legend,UNKNOWN,1,6110.030000000001,0.78,1344.2066,2024-06-20,Retail,Mumbai,537.68264
3745,Men,Lifestyle,Waffle One,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2025-03-09,Online,Kolkata,2444.012
3757,Men,Training,Metcon 7,UNKNOWN,1,6110.030000000001,0.0,6110.030000000001,2024-06-12,Retail,Hyderabad,2444.012
3758,Kids,Running,Pegasus Turbo,M,3,4306.67,0.0,12920.01,2025-05-10,Retail,Delhi,5168.004000000001
3764,Men,Lifestyle,Blazer Mid,10,2,3953.6,0.0,7907.2,2024-02-22,Online,Kolkata,3162.88
3770,Women,Running,Free RN,M,4,6110.030000000001,0.36,15641.676800000001,2024-02-03,Retail,Mumbai,6256.670720000001
3775,Women,Running,Pegasus Turbo,UNKNOWN,0,6110.030000000001,0.12,0.0,2024-07-02,Online,Delhi,0.0
3776,Men,Soccer,Tiempo Legend,L,1,6110.030000000001,1.0,0.0,2024-11-12,Online,Kolkata,0.0
3778,Kids,Lifestyle,Waffle One,11,1,7248.3,0.0,7248.3,2025-05-06,Online,Kolkata,2899.32
3779,Women,Soccer,Tiempo Legend,M,1,6110.030000000001,1.0,0.0,2024-12-17,Online,Kolkata,0.0
3781,Kids,Running,Pegasus Turbo,L,1,6110.030000000001,0.36,3910.4192000000003,2024-02-21,Retail,Mumbai,1564.1676800000002
3784,Kids,Training,SuperRep Go,10,0,6110.030000000001,0.0,0.0,2025-07-07,Retail,Pune,0.0
3787,Kids,Soccer,Mercurial Superfly,UNKNOWN,1,5782.29,0.0,5782.29,2024-01-25,Retail,Bangalore,2312.916
3798,Women,Training,SuperRep Go,L,1,3503.14,0.0,3503.14,2025-05-24,Retail,Pune,1401.256
3803,Men,Basketball,Zoom Freak,UNKNOWN,3,6110.030000000001,1.0,0.0,2025-04-26,Online,Mumbai,0.0
3805,Women,Lifestyle,Dunk Low,M,0,6110.030000000001,0.75,0.0,2024-08-11,Retail,Bangalore,0.0
3806,Women,Running,Free RN,M,1,6110.030000000001,0.28,4399.221600000001,2024-01-03,Retail,Bangalore,1759.6886400000003
3809,Women,Running,Air Zoom,11,1,6110.030000000001,0.0,6110.030000000001,2024-02-13,Retail,Kolkata,2444.012
3811,Women,Running,React Infinity,XL,0,5706.6,0.0,0.0,2024-09-28,Online,Bangalore,0.0
3814,Kids,Lifestyle,Dunk Low,M,1,9668.47,0.0,9668.47,2024-12-25,Retail,Kolkata,3867.388
